OrderNumber,OrderDate,Customer Name Index,Channel,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
SO - 0004642,11-04-2015,33,Distributor,AXW291,22,13,7,964.80,6753.60,405.22
SO - 0004643,11-04-2015,8,Wholesale,AXW291,7,11,11,1098.80,12086.80,516.44
SO - 0004644,11-04-2015,8,Wholesale,NXH382,47,11,11,2586.20,28448.20,1370.69
SO - 0004645,11-04-2015,46,Wholesale,NXH382,55,7,8,5634.70,45077.60,3268.13
SO - 0004646,11-04-2015,42,Wholesale,GUT930,42,9,5,3859.20,19296.00,2855.81
SO - 0004647,11-04-2015,5,Wholesale,FLR025,62,5,5,207.70,1038.50,95.54
SO - 0004648,11-04-2015,12,Wholesale,AXW291,18,14,5,1139.00,5695.00,615.06
SO - 0004649,12-04-2015,13,Distributor,AXW291,16,1,11,3986.50,43851.50,2910.15
SO - 0004650,12-04-2015,18,Wholesale,AXW291,23,11,11,944.70,10391.70,377.88
SO - 0004651,13-04-2015,13,Wholesale,AXW291,9,13,12,884.40,10612.80,389.14
SO - 0004652,13-04-2015,42,Wholesale,NXH382,58,1,10,1118.90,11189.00,760.85
SO - 0004653,13-04-2015,21,Wholesale,AXW291,2,1,9,1232.80,11095.20,788.99
SO - 0004654,13-04-2015,3,Wholesale,AXW291,28,7,12,194.30,2331.60,128.24
SO - 0004655,13-04-2015,34,Distributor,FLR025,64,1,11,1025.10,11276.10,625.31
SO - 0004656,14-04-2015,7,Wholesale,GUT930,38,7,6,3919.50,23517.00,2430.09
SO - 0004657,14-04-2015,2,Export,GUT930,43,7,7,1782.20,12475.40,962.39
SO - 0004658,14-04-2015,48,Wholesale,GUT930,47,1,7,2278.00,15946.00,1116.22
SO - 0004659,14-04-2015,47,Wholesale,NXH382,58,2,8,2532.60,20260.80,2076.73
SO - 0004660,15-04-2015,39,Distributor,NXH382,56,7,9,3999.90,35999.10,2319.94
SO - 0004661,15-04-2015,8,Distributor,AXW291,10,6,6,1829.10,10974.60,749.93
SO - 0004662,15-04-2015,37,Wholesale,AXW291,28,5,6,5949.60,35697.60,2498.83
SO - 0004663,16-04-2015,25,Wholesale,AXW291,18,1,8,1065.30,8522.40,777.67
SO - 0004664,16-04-2015,31,Wholesale,AXW291,15,9,10,1105.50,11055.00,519.59
SO - 0004665,16-04-2015,16,Distributor,GUT930,38,11,9,2680.00,24120.00,1688.40
SO - 0004666,16-04-2015,27,Distributor,NXH382,50,1,9,777.20,6994.80,536.27
SO - 0004667,16-04-2015,26,Distributor,GUT930,45,7,12,3865.90,46390.80,1855.63
SO - 0004668,16-04-2015,26,Export,FLR025,64,1,5,2003.30,10016.50,1161.91
SO - 0004669,16-04-2015,46,Distributor,GUT930,45,11,10,6210.90,62109.00,2857.01
SO - 0004670,17-04-2015,49,Distributor,NXH382,50,1,12,2579.50,30954.00,2037.81
SO - 0004671,17-04-2015,37,Wholesale,AXW291,2,1,11,201.00,2211.00,118.59
SO - 0004672,17-04-2015,29,Distributor,AXW291,8,4,6,1721.90,10331.40,929.83
SO - 0004673,17-04-2015,40,Wholesale,NXH382,58,11,7,5232.70,36628.90,3924.53
SO - 0004674,17-04-2015,19,Distributor,GUT930,32,2,5,5413.60,27068.00,2869.21
SO - 0004675,18-04-2015,36,Wholesale,AXW291,15,1,6,1011.70,6070.20,607.02
SO - 0004676,18-04-2015,23,Export,NXH382,51,5,8,4006.60,32052.80,2524.16
SO - 0004677,18-04-2015,2,Wholesale,AXW291,30,1,5,1855.90,9279.50,1373.37
SO - 0004678,18-04-2015,16,Wholesale,AXW291,23,11,12,3651.50,43818.00,2921.20
SO - 0004679,18-04-2015,12,Distributor,FLR025,65,10,8,187.60,1500.80,99.43
SO - 0004680,18-04-2015,3,Wholesale,GUT930,38,5,11,1125.60,12381.60,607.82
SO - 0004681,19-04-2015,1,Distributor,AXW291,2,2,11,5045.10,55496.10,3027.06
SO - 0004682,19-04-2015,20,Distributor,NXH382,58,5,5,214.40,1072.00,150.08
SO - 0004683,19-04-2015,5,Distributor,FLR025,61,7,6,1876.00,11256.00,1331.96
SO - 0004684,19-04-2015,17,Wholesale,GUT930,34,2,12,1125.60,13507.20,551.54
SO - 0004685,19-04-2015,41,Distributor,AXW291,16,1,7,3986.50,27905.50,2989.88
SO - 0004686,19-04-2015,13,Distributor,AXW291,30,7,7,6204.20,43429.40,4901.32
SO - 0004687,19-04-2015,49,Wholesale,NXH382,57,1,6,1065.30,6391.80,767.02
SO - 0004688,19-04-2015,29,Wholesale,NXH382,60,7,8,1038.50,8308.00,633.49
SO - 0004689,19-04-2015,36,Wholesale,GUT930,45,1,12,6539.20,78470.40,3138.82
SO - 0004690,19-04-2015,41,Distributor,GUT930,37,7,9,1011.70,9105.30,526.08
SO - 0004691,19-04-2015,33,Distributor,AXW291,29,7,5,3242.80,16214.00,2561.81
SO - 0004692,20-04-2015,35,Wholesale,GUT930,44,5,11,1721.90,18940.90,843.73
SO - 0004693,20-04-2015,6,Wholesale,AXW291,11,9,5,3986.50,19932.50,2910.15
SO - 0004694,20-04-2015,40,Wholesale,AXW291,10,7,12,1728.60,20743.20,1279.16
SO - 0004695,20-04-2015,28,Distributor,FLR025,61,7,8,201.00,1608.00,106.53
SO - 0004696,21-04-2015,42,Distributor,NXH382,55,9,6,971.50,5829.00,582.90
SO - 0004697,21-04-2015,24,Wholesale,AXW291,6,2,7,958.10,6706.70,594.02
SO - 0004698,21-04-2015,25,Wholesale,AXW291,15,1,8,3953.00,31624.00,1818.38
SO - 0004699,21-04-2015,14,Wholesale,AXW291,16,11,8,1239.50,9916.00,706.52
SO - 0004700,21-04-2015,20,Wholesale,AXW291,24,7,5,5621.30,28106.50,4215.98
SO - 0004701,21-04-2015,40,Wholesale,AXW291,17,2,5,3839.10,19195.50,1881.16
SO - 0004702,21-04-2015,41,Distributor,NXH382,56,1,11,2519.20,27711.20,1309.98
SO - 0004703,21-04-2015,37,Distributor,AXW291,28,1,12,1005.00,12060.00,572.85
SO - 0004704,21-04-2015,2,Distributor,AXW291,4,5,8,1212.70,9701.60,933.78
SO - 0004705,22-04-2015,5,Distributor,GUT930,45,14,11,5031.70,55348.70,2364.90
SO - 0004706,22-04-2015,25,Wholesale,AXW291,9,1,6,2418.70,14512.20,1330.29
SO - 0004707,22-04-2015,11,Export,AXW291,3,13,9,1085.40,9768.60,716.36
SO - 0004708,22-04-2015,8,Wholesale,FLR025,64,13,11,5728.50,63013.50,3207.96
SO - 0004709,22-04-2015,13,Wholesale,FLR025,62,5,10,214.40,2144.00,122.21
SO - 0004710,23-04-2015,35,Wholesale,NXH382,51,1,11,891.10,9802.10,525.75
SO - 0004711,23-04-2015,47,Distributor,AXW291,10,5,6,1065.30,6391.80,639.18
SO - 0004712,23-04-2015,25,Wholesale,NXH382,49,6,11,6277.90,69056.90,3892.30
SO - 0004713,23-04-2015,7,Distributor,GUT930,33,2,7,1085.40,7597.80,868.32
SO - 0004714,23-04-2015,32,Wholesale,GUT930,40,10,12,5393.50,64722.00,3128.23
SO - 0004715,23-04-2015,32,Wholesale,AXW291,21,3,10,234.50,2345.00,119.60
SO - 0004716,23-04-2015,2,Distributor,GUT930,36,4,9,978.20,8803.80,410.84
SO - 0004717,23-04-2015,43,Wholesale,GUT930,34,1,6,254.60,1527.60,155.31
SO - 0004718,23-04-2015,38,Wholesale,GUT930,34,7,6,1252.90,7517.40,1052.44
SO - 0004719,24-04-2015,33,Wholesale,FLR025,61,11,9,1098.80,9889.20,813.11
SO - 0004720,24-04-2015,6,Distributor,FLR025,64,5,9,1058.60,9527.40,592.82
SO - 0004721,24-04-2015,21,Export,NXH382,49,2,12,201.00,2412.00,132.66
SO - 0004722,24-04-2015,44,Distributor,GUT930,39,5,6,1045.20,6271.20,867.52
SO - 0004723,24-04-2015,3,Distributor,NXH382,53,2,8,2358.40,18867.20,1132.03
SO - 0004724,24-04-2015,43,Wholesale,AXW291,24,1,7,2572.80,18009.60,1132.03
SO - 0004725,25-04-2015,26,Wholesale,NXH382,47,5,10,1065.30,10653.00,585.92
SO - 0004726,25-04-2015,38,Distributor,AXW291,31,9,10,2298.10,22981.00,1884.44
SO - 0004727,25-04-2015,5,Export,AXW291,2,1,9,2814.00,25326.00,1997.94
SO - 0004728,25-04-2015,42,Distributor,AXW291,21,11,10,1118.90,11189.00,760.85
SO - 0004729,25-04-2015,30,Wholesale,AXW291,16,12,8,1098.80,8790.40,472.48
SO - 0004730,25-04-2015,45,Export,AXW291,3,2,7,1855.90,12991.30,760.92
SO - 0004731,26-04-2015,47,Distributor,AXW291,1,11,6,2532.60,15195.60,1696.84
SO - 0004732,26-04-2015,43,Wholesale,AXW291,27,1,8,1340.00,10720.00,737.00
SO - 0004733,26-04-2015,9,Export,AXW291,7,6,12,1728.60,20743.20,1382.88
SO - 0004734,27-04-2015,23,Distributor,AXW291,22,11,9,1105.50,9949.50,486.42
SO - 0004735,27-04-2015,29,Export,NXH382,54,3,9,850.90,7658.10,485.01
SO - 0004736,27-04-2015,11,Wholesale,AXW291,17,2,12,5118.80,61425.60,3020.09
SO - 0004737,27-04-2015,25,Wholesale,FLR025,64,11,6,2318.20,13909.20,1460.47
SO - 0004738,27-04-2015,30,Wholesale,GUT930,39,1,7,837.50,5862.50,644.88
SO - 0004739,27-04-2015,5,Distributor,NXH382,48,2,7,1996.60,13976.20,1337.72
SO - 0004740,27-04-2015,1,Wholesale,NXH382,54,5,10,4006.60,40066.00,3004.95
SO - 0004741,27-04-2015,13,Wholesale,GUT930,44,1,11,1051.90,11570.90,683.74
SO - 0004742,27-04-2015,1,Wholesale,GUT930,45,2,11,3946.30,43409.30,2525.63
SO - 0004743,28-04-2015,3,Wholesale,AXW291,8,1,11,984.90,10833.90,472.75
SO - 0004744,28-04-2015,43,Distributor,NXH382,52,2,8,2934.60,23476.80,1496.65
SO - 0004745,28-04-2015,38,Wholesale,GUT930,37,2,6,3798.90,22793.40,2925.15
SO - 0004746,28-04-2015,30,Wholesale,NXH382,55,7,6,3819.00,22914.00,3055.20
SO - 0004747,28-04-2015,13,Distributor,GUT930,32,2,8,1869.30,14954.40,1476.75
SO - 0004748,28-04-2015,35,Distributor,GUT930,33,5,7,1132.30,7926.10,486.89
SO - 0004749,28-04-2015,11,Wholesale,AXW291,19,9,11,817.40,8991.40,678.44
SO - 0004750,29-04-2015,28,Wholesale,AXW291,26,7,9,1125.60,10130.40,461.50
SO - 0004751,29-04-2015,32,Distributor,NXH382,53,5,9,1172.50,10552.50,515.90
SO - 0004752,29-04-2015,50,Wholesale,NXH382,54,2,6,1152.40,6914.40,749.06
SO - 0004753,29-04-2015,15,Wholesale,NXH382,49,1,12,6170.70,74048.40,3270.47
SO - 0004754,30-04-2015,33,Wholesale,AXW291,3,12,8,6304.70,50437.60,5106.81
SO - 0004755,30-04-2015,26,Wholesale,AXW291,6,12,8,857.60,6860.80,711.81
SO - 0004756,30-04-2015,5,Distributor,GUT930,33,6,10,5051.80,50518.00,2020.72
SO - 0004757,30-04-2015,1,Distributor,AXW291,15,2,7,268.00,1876.00,125.96
SO - 0004758,30-04-2015,34,Export,AXW291,11,2,9,1132.30,10190.70,837.90
SO - 0004759,30-04-2015,2,Distributor,AXW291,17,1,7,3309.80,23168.60,1886.59
SO - 0004760,30-04-2015,44,Distributor,GUT930,46,8,9,931.30,8381.70,400.46
SO - 0004761,30-04-2015,39,Distributor,FLR025,61,2,10,2331.60,23316.00,1002.59
SO - 0004762,30-04-2015,14,Distributor,GUT930,33,1,11,5065.20,55717.20,2026.08
SO - 0004763,30-04-2015,44,Export,AXW291,9,7,7,837.50,5862.50,653.25
SO - 0004764,01-05-2015,34,Export,GUT930,42,2,12,690.10,8281.20,282.94
SO - 0004765,01-05-2015,34,Distributor,GUT930,42,13,9,2626.40,23637.60,1575.84
SO - 0004766,01-05-2015,47,Distributor,AXW291,2,11,9,2425.40,21828.60,1479.49
SO - 0004767,01-05-2015,9,Distributor,NXH382,57,2,12,3865.90,46390.80,3247.36
SO - 0004768,02-05-2015,19,Wholesale,NXH382,50,8,12,783.90,9406.80,501.70
SO - 0004769,02-05-2015,7,Wholesale,GUT930,43,9,12,5112.10,61345.20,3322.87
SO - 0004770,02-05-2015,10,Export,AXW291,7,2,5,1809.00,9045.00,1049.22
SO - 0004771,02-05-2015,37,Wholesale,AXW291,28,9,6,2673.30,16039.80,1764.38
SO - 0004772,02-05-2015,41,Wholesale,NXH382,58,3,6,3973.10,23838.60,2781.17
SO - 0004773,02-05-2015,34,Distributor,AXW291,4,5,8,1862.60,14900.80,1229.32
SO - 0004774,02-05-2015,15,Export,NXH382,57,11,5,958.10,4790.50,526.96
SO - 0004775,02-05-2015,27,Wholesale,GUT930,34,11,11,911.20,10023.20,774.52
SO - 0004776,02-05-2015,21,Wholesale,NXH382,50,1,5,1025.10,5125.50,410.04
SO - 0004777,03-05-2015,3,Wholesale,AXW291,7,2,6,2224.40,13346.40,934.25
SO - 0004778,03-05-2015,40,Distributor,NXH382,55,8,8,2358.40,18867.20,1768.80
SO - 0004779,03-05-2015,19,Wholesale,GUT930,39,1,10,3946.30,39463.00,2525.63
SO - 0004780,03-05-2015,7,Distributor,NXH382,59,1,7,911.20,6378.40,428.26
SO - 0004781,03-05-2015,27,Export,FLR025,62,1,6,777.20,4663.20,466.32
SO - 0004782,04-05-2015,36,Wholesale,NXH382,56,5,9,2345.00,21105.00,1195.95
SO - 0004783,04-05-2015,41,Wholesale,AXW291,11,5,11,3162.40,34786.40,1676.07
SO - 0004784,04-05-2015,26,Wholesale,AXW291,30,5,8,2532.60,20260.80,1519.56
SO - 0004785,04-05-2015,25,Wholesale,GUT930,38,11,12,201.00,2412.00,90.45
SO - 0004786,04-05-2015,35,Export,AXW291,14,7,7,1025.10,7175.70,779.08
SO - 0004787,04-05-2015,23,Wholesale,GUT930,32,1,6,3484.00,20904.00,1567.80
SO - 0004788,04-05-2015,8,Wholesale,GUT930,40,11,6,2592.90,15557.40,2048.39
SO - 0004789,05-05-2015,14,Distributor,AXW291,6,2,6,2773.80,16642.80,1692.02
SO - 0004790,05-05-2015,29,Export,AXW291,1,5,12,1085.40,13024.80,607.82
SO - 0004791,05-05-2015,15,Wholesale,AXW291,17,7,6,3912.80,23476.80,3208.50
SO - 0004792,05-05-2015,14,Wholesale,AXW291,1,11,6,167.50,1005.00,83.75
SO - 0004793,06-05-2015,11,Distributor,AXW291,4,1,12,1795.60,21547.20,897.80
SO - 0004794,06-05-2015,10,Wholesale,NXH382,57,1,9,3892.70,35034.30,2841.67
SO - 0004795,06-05-2015,27,Export,NXH382,50,1,11,174.20,1916.20,83.62
SO - 0004796,06-05-2015,34,Wholesale,GUT930,39,13,9,2572.80,23155.20,1878.14
SO - 0004797,07-05-2015,49,Export,AXW291,17,7,5,201.00,1005.00,98.49
SO - 0004798,07-05-2015,14,Wholesale,GUT930,47,2,10,3999.90,39999.00,2599.94
SO - 0004799,07-05-2015,21,Export,AXW291,14,2,11,1788.90,19677.90,1234.34
SO - 0004800,07-05-2015,42,Wholesale,GUT930,37,5,12,201.00,2412.00,132.66
SO - 0004801,07-05-2015,9,Wholesale,GUT930,42,1,5,241.20,1206.00,106.13
SO - 0004802,07-05-2015,41,Wholesale,FLR025,66,1,6,1065.30,6391.80,798.98
SO - 0004803,07-05-2015,28,Wholesale,AXW291,20,2,8,2432.10,19456.80,1507.90
SO - 0004804,07-05-2015,17,Wholesale,GUT930,43,11,6,3825.70,22954.20,3137.07
SO - 0004805,07-05-2015,9,Distributor,GUT930,34,7,6,5393.50,32361.00,3937.26
SO - 0004806,07-05-2015,29,Export,AXW291,6,7,10,3986.50,39865.00,1674.33
SO - 0004807,08-05-2015,14,Wholesale,AXW291,2,7,10,1005.00,10050.00,582.90
SO - 0004808,08-05-2015,23,Wholesale,GUT930,45,13,6,6036.70,36220.20,2837.25
SO - 0004809,08-05-2015,9,Wholesale,AXW291,3,13,12,2385.20,28622.40,1311.86
SO - 0004810,09-05-2015,39,Wholesale,NXH382,58,4,6,1072.00,6432.00,771.84
SO - 0004811,09-05-2015,20,Wholesale,NXH382,52,5,7,5085.30,35597.10,2695.21
SO - 0004812,09-05-2015,6,Wholesale,AXW291,19,13,7,3845.80,26920.60,1922.90
SO - 0004813,10-05-2015,24,Wholesale,NXH382,58,7,10,1286.40,12864.00,668.93
SO - 0004814,10-05-2015,12,Distributor,GUT930,45,13,8,1078.70,8629.60,809.03
SO - 0004815,11-05-2015,6,Wholesale,GUT930,45,13,10,5802.20,58022.00,4583.74
SO - 0004816,11-05-2015,49,Distributor,FLR025,61,5,5,1721.90,8609.50,1050.36
SO - 0004817,11-05-2015,10,Export,AXW291,12,1,10,944.70,9447.00,736.87
SO - 0004818,11-05-2015,26,Wholesale,AXW291,25,7,7,247.90,1735.30,131.39
SO - 0004819,12-05-2015,13,Distributor,AXW291,9,1,11,1929.60,21225.60,1447.20
SO - 0004820,12-05-2015,41,Distributor,AXW291,13,2,9,971.50,8743.50,612.05
SO - 0004821,12-05-2015,48,Distributor,NXH382,49,11,10,1118.90,11189.00,716.10
SO - 0004822,12-05-2015,25,Wholesale,NXH382,54,8,11,991.60,10907.60,813.11
SO - 0004823,12-05-2015,38,Distributor,GUT930,45,8,11,2291.40,25205.40,1810.21
SO - 0004824,13-05-2015,14,Wholesale,AXW291,19,1,12,944.70,11336.40,576.27
SO - 0004825,13-05-2015,3,Distributor,GUT930,36,6,5,3865.90,19329.50,2164.90
SO - 0004826,13-05-2015,7,Distributor,AXW291,28,2,7,1118.90,7832.30,850.36
SO - 0004827,13-05-2015,14,Distributor,AXW291,3,11,11,180.90,1989.90,123.01
SO - 0004828,13-05-2015,29,Export,NXH382,53,8,6,5681.60,34089.60,3238.51
SO - 0004829,13-05-2015,37,Distributor,AXW291,25,11,12,2680.00,32160.00,1581.20
SO - 0004830,14-05-2015,25,Wholesale,AXW291,9,7,7,1782.20,12475.40,1122.79
SO - 0004831,14-05-2015,12,Distributor,GUT930,35,3,10,1085.40,10854.00,922.59
SO - 0004832,14-05-2015,43,Export,NXH382,47,5,8,4006.60,32052.80,3325.48
SO - 0004833,15-05-2015,40,Wholesale,NXH382,54,1,7,1849.20,12944.40,1516.34
SO - 0004834,15-05-2015,50,Distributor,GUT930,35,2,6,1829.10,10974.60,1188.92
SO - 0004835,15-05-2015,48,Distributor,GUT930,33,2,12,2418.70,29024.40,1378.66
SO - 0004836,15-05-2015,18,Distributor,GUT930,46,2,8,1701.80,13614.40,1055.12
SO - 0004837,15-05-2015,22,Wholesale,AXW291,30,13,5,1072.00,5360.00,568.16
SO - 0004838,15-05-2015,44,Wholesale,AXW291,10,13,5,3819.00,19095.00,2864.25
SO - 0004839,15-05-2015,10,Distributor,AXW291,19,7,6,871.00,5226.00,740.35
SO - 0004840,15-05-2015,13,Wholesale,GUT930,39,12,6,3892.70,23356.20,1712.79
SO - 0004841,15-05-2015,13,Wholesale,AXW291,19,7,8,3845.80,30766.40,2384.40
SO - 0004842,16-05-2015,5,Wholesale,AXW291,18,1,7,1085.40,7597.80,596.97
SO - 0004843,16-05-2015,36,Export,AXW291,14,4,7,2244.50,15711.50,1054.92
SO - 0004844,16-05-2015,21,Wholesale,AXW291,13,7,6,1005.00,6030.00,472.35
SO - 0004845,17-05-2015,35,Distributor,GUT930,35,7,10,1929.60,19296.00,1370.02
SO - 0004846,17-05-2015,10,Export,GUT930,44,3,7,1098.80,7691.60,791.14
SO - 0004847,17-05-2015,21,Wholesale,FLR025,65,13,11,864.30,9507.30,475.37
SO - 0004848,17-05-2015,31,Export,AXW291,18,13,6,5922.80,35536.80,2428.35
SO - 0004849,17-05-2015,26,Wholesale,AXW291,28,9,11,3859.20,42451.20,1929.60
SO - 0004850,17-05-2015,34,Wholesale,NXH382,55,7,6,3912.80,23476.80,1565.12
SO - 0004851,17-05-2015,18,Wholesale,AXW291,12,7,6,1179.20,7075.20,978.74
SO - 0004852,17-05-2015,45,Distributor,NXH382,54,5,10,1681.70,16817.00,1378.99
SO - 0004853,18-05-2015,35,Wholesale,GUT930,37,7,12,2425.40,29104.80,1697.78
SO - 0004854,18-05-2015,23,Export,AXW291,22,1,7,1118.90,7832.30,760.85
SO - 0004855,18-05-2015,17,Wholesale,AXW291,12,7,10,1326.60,13266.00,955.15
SO - 0004856,18-05-2015,9,Wholesale,GUT930,38,2,7,2974.80,20823.60,1487.40
SO - 0004857,19-05-2015,22,Export,AXW291,19,13,10,180.90,1809.00,88.64
SO - 0004858,19-05-2015,34,Distributor,AXW291,30,2,10,5996.50,59965.00,4917.13
SO - 0004859,19-05-2015,27,Wholesale,AXW291,11,1,6,2425.40,14552.40,1164.19
SO - 0004860,19-05-2015,11,Wholesale,NXH382,52,9,10,5460.50,54605.00,4313.80
SO - 0004861,19-05-2015,30,Distributor,AXW291,26,5,7,891.10,6237.70,499.02
SO - 0004862,19-05-2015,34,Distributor,AXW291,8,1,9,1688.40,15195.60,1063.69
SO - 0004863,19-05-2015,26,Export,GUT930,32,1,12,2324.90,27898.80,1441.44
SO - 0004864,20-05-2015,35,Wholesale,AXW291,16,2,9,1011.70,9105.30,414.80
SO - 0004865,20-05-2015,7,Distributor,AXW291,7,5,8,234.50,1876.00,180.57
SO - 0004866,20-05-2015,13,Wholesale,FLR025,64,1,12,1078.70,12944.40,625.65
SO - 0004867,21-05-2015,18,Export,AXW291,13,2,10,207.70,2077.00,112.16
SO - 0004868,21-05-2015,33,Export,GUT930,34,2,12,2264.60,27175.20,1109.65
SO - 0004869,21-05-2015,4,Distributor,AXW291,17,13,8,884.40,7075.20,566.02
SO - 0004870,21-05-2015,12,Distributor,NXH382,55,7,5,2840.80,14204.00,2045.38
SO - 0004871,21-05-2015,9,Export,FLR025,63,2,9,5681.60,51134.40,2897.62
SO - 0004872,21-05-2015,4,Distributor,GUT930,33,11,8,5936.20,47489.60,3027.46
SO - 0004873,21-05-2015,25,Wholesale,NXH382,50,11,8,1078.70,8629.60,550.14
SO - 0004874,21-05-2015,12,Wholesale,AXW291,18,2,7,2653.20,18572.40,1485.79
SO - 0004875,21-05-2015,39,Wholesale,AXW291,3,7,11,268.00,2948.00,131.32
SO - 0004876,22-05-2015,41,Wholesale,AXW291,10,11,5,1098.80,5494.00,890.03
SO - 0004877,22-05-2015,43,Wholesale,AXW291,18,11,7,3999.90,27999.30,3399.92
SO - 0004878,22-05-2015,29,Export,GUT930,39,1,8,6204.20,49633.60,3226.18
SO - 0004879,22-05-2015,32,Wholesale,NXH382,48,7,10,2257.90,22579.00,1151.53
SO - 0004880,22-05-2015,38,Distributor,GUT930,33,7,7,2318.20,16227.40,1460.47
SO - 0004881,23-05-2015,33,Distributor,AXW291,15,5,7,2680.00,18760.00,1125.60
SO - 0004882,23-05-2015,34,Wholesale,NXH382,56,3,8,1125.60,9004.80,787.92
SO - 0004883,23-05-2015,7,Wholesale,NXH382,53,2,9,3932.90,35396.10,2713.70
SO - 0004884,23-05-2015,7,Wholesale,FLR025,65,1,9,5460.50,49144.50,4586.82
SO - 0004885,23-05-2015,8,Distributor,FLR025,64,5,8,1139.00,9112.00,501.16
SO - 0004886,23-05-2015,25,Distributor,AXW291,23,11,10,254.60,2546.00,165.49
SO - 0004887,23-05-2015,47,Distributor,AXW291,29,7,6,2539.30,15235.80,1015.72
SO - 0004888,23-05-2015,13,Distributor,NXH382,58,2,9,5748.60,51737.40,4598.88
SO - 0004889,24-05-2015,28,Wholesale,AXW291,13,5,10,1809.00,18090.00,1193.94
SO - 0004890,24-05-2015,16,Wholesale,AXW291,17,13,7,167.50,1172.50,122.28
SO - 0004891,24-05-2015,36,Wholesale,AXW291,17,2,5,194.30,971.50,161.27
SO - 0004892,24-05-2015,17,Export,AXW291,6,2,12,3932.90,47194.80,1691.15
SO - 0004893,24-05-2015,11,Wholesale,NXH382,48,5,8,3376.80,27014.40,1857.24
SO - 0004894,25-05-2015,40,Wholesale,AXW291,28,13,9,5433.70,48903.30,3803.59
SO - 0004895,25-05-2015,9,Wholesale,GUT930,46,13,7,5855.80,40990.60,4216.18
SO - 0004896,25-05-2015,34,Export,AXW291,12,8,12,844.20,10130.40,438.98
SO - 0004897,25-05-2015,18,Wholesale,AXW291,27,1,6,931.30,5587.80,596.03
SO - 0004898,25-05-2015,7,Distributor,GUT930,41,7,12,797.30,9567.60,677.71
SO - 0004899,25-05-2015,7,Wholesale,GUT930,35,11,12,877.70,10532.40,465.18
SO - 0004900,25-05-2015,2,Wholesale,GUT930,44,13,10,2405.30,24053.00,986.17
SO - 0004901,25-05-2015,39,Wholesale,AXW291,23,13,9,254.60,2291.40,188.40
SO - 0004902,26-05-2015,35,Wholesale,NXH382,59,1,5,1983.20,9916.00,1665.89
SO - 0004903,26-05-2015,6,Export,GUT930,46,11,8,1098.80,8790.40,791.14
SO - 0004904,27-05-2015,12,Distributor,AXW291,30,2,8,1286.40,10291.20,514.56
SO - 0004905,27-05-2015,1,Export,AXW291,22,11,9,2626.40,23637.60,1549.58
SO - 0004906,27-05-2015,38,Distributor,AXW291,12,9,12,3892.70,46712.40,2218.84
SO - 0004907,27-05-2015,47,Distributor,AXW291,29,1,11,1139.00,12529.00,660.62
SO - 0004908,28-05-2015,6,Wholesale,GUT930,45,6,9,261.30,2351.70,143.72
SO - 0004909,28-05-2015,31,Wholesale,GUT930,36,1,12,234.50,2814.00,143.05
SO - 0004910,28-05-2015,22,Distributor,AXW291,14,11,11,1319.90,14518.90,884.33
SO - 0004911,28-05-2015,35,Distributor,GUT930,39,1,12,2673.30,32079.60,1229.72
SO - 0004912,28-05-2015,33,Wholesale,GUT930,44,14,11,2948.00,32428.00,1621.40
SO - 0004913,28-05-2015,37,Export,GUT930,34,9,11,167.50,1842.50,75.38
SO - 0004914,28-05-2015,3,Wholesale,GUT930,47,7,11,3872.60,42598.60,3059.35
SO - 0004915,29-05-2015,1,Distributor,AXW291,9,1,10,3932.90,39329.00,3185.65
SO - 0004916,29-05-2015,17,Export,AXW291,17,1,5,1058.60,5293.00,688.09
SO - 0004917,29-05-2015,1,Wholesale,AXW291,23,2,7,187.60,1313.20,88.17
SO - 0004918,29-05-2015,32,Wholesale,GUT930,44,11,5,2613.00,13065.00,2168.79
SO - 0004919,30-05-2015,23,Wholesale,AXW291,5,2,5,1963.10,9815.50,1040.44
SO - 0004920,30-05-2015,40,Wholesale,AXW291,16,7,6,3993.20,23959.20,3154.63
SO - 0004921,30-05-2015,27,Wholesale,AXW291,11,11,10,770.50,7705.00,392.96
SO - 0004922,30-05-2015,31,Distributor,AXW291,5,11,11,5540.90,60949.90,4488.13
SO - 0004923,30-05-2015,11,Wholesale,GUT930,33,1,8,1949.70,15597.60,1559.76
SO - 0004924,30-05-2015,37,Wholesale,AXW291,16,1,5,5889.30,29446.50,4888.12
SO - 0004925,30-05-2015,13,Distributor,NXH382,51,7,11,730.30,8033.30,496.60
SO - 0004926,31-05-2015,45,Export,NXH382,54,11,8,3872.60,30980.80,1858.85
SO - 0004927,31-05-2015,5,Distributor,NXH382,57,5,6,3577.80,21466.80,1645.79
SO - 0004928,31-05-2015,4,Wholesale,GUT930,38,1,12,2532.60,30391.20,1063.69
SO - 0004929,31-05-2015,30,Wholesale,GUT930,43,1,7,2673.30,18713.10,2138.64
SO - 0004930,01-06-2015,8,Wholesale,NXH382,50,7,12,1065.30,12783.60,894.85
SO - 0004931,01-06-2015,37,Wholesale,GUT930,44,11,9,1132.30,10190.70,634.09
SO - 0004932,01-06-2015,13,Wholesale,GUT930,45,7,7,5333.20,37332.40,4266.56
SO - 0004933,01-06-2015,10,Wholesale,AXW291,9,11,11,857.60,9433.60,420.22
